,series_0,series_1,series_2,series_3,series_4,series_5,series_6,series_7
2015-10-11,41.12301452894199,52.23462262110006,69.42448961141021,54.57769779490594,68.73742103511645,84.35734104516378,73.272588045102,84.77083419266371
2015-10-18,40.8321307013183,49.81040068316768,68.79967584874278,57.13081826805499,67.46973851607638,85.68265476728004,71.94725458634699,81.06335251447088
2015-10-25,40.99253378897675,48.65943803287647,65.95845254586696,57.64490083295071,66.51175351476738,80.96273529877463,72.68412887837793,81.84631489523612
2015-11-01,41.39823778959408,47.66571383638657,62.58052858123334,58.91236531060969,64.83795620076583,79.39613325533703,75.33209703388269,82.25318432043645
2015-11-08,41.422860388776556,46.67159578174686,58.674811640723256,59.352642681774036,62.846240872370956,76.31308106452924,75.51415656541421,79.42091249155007
2015-11-15,42.60234617671504,45.125010548002706,55.41111192134835,59.66631962571318,62.86796590902079,72.49510863072504,75.63344930580422,78.65383605369743
2015-11-22,43.596774744474956,44.958379451018345,52.71453386548555,60.709904418472995,61.18194974802237,70.33957866350019,76.25200815608828,79.02867731444822
2015-11-29,45.35226153289813,46.141867850482946,52.00978430063063,61.066566153447035,62.463592699086085,69.7240714416329,75.88339054844555,79.39979668971073
2015-12-06,46.03499041496037,48.323252939735134,52.08154612058831,61.34007186111144,63.59428818013088,68.80633075574958,77.7044398203316,79.79676996266451
2015-12-13,45.76546691141661,50.150498226607844,51.63766969610453,63.51624736787919,66.99061196387342,69.41689180225997,81.92821742413717,83.22430404300775
2015-12-20,48.35562266138637,52.79317063806338,54.8212150192882,65.5873828329315,68.55632103620873,73.25019550577584,79.53416034321438,84.64738374937825
2015-12-27,48.96562902790205,53.59553550561899,58.19162251605768,66.58580199379988,70.38442403218113,76.83115549045162,82.63152451997279,86.71320302738786
2016-01-03,49.84307799969405,56.95096883942913,61.78052536154768,68.16394954090717,72.99442908936113,80.77315767488916,85.25191035711232,87.50187775362699
2016-01-10,52.420234950090546,59.69696712593555,65.3601187633192,67.70274479573351,77.50156133828776,80.8995003584334,82.66723241221158,94.11427751380448
2016-01-17,54.20372084960649,60.05369073635057,67.65668387459229,69.12773200367303,77.05361968322312,82.36826626473518,86.53736479272528,95.35979374053974
2016-01-24,55.33610546361912,63.299309752945526,70.95041560556483,71.58287276155528,76.9315608857406,86.04964627798175,89.39427616599392,94.77960497373257
2016-01-31,54.02268295642131,65.3725713271796,72.65389978884004,70.88442370819931,83.17823278417421,89.77686543754714,88.5954600277007,100.11375374757263
2016-02-07,55.79687579453022,64.02254662153584,71.66778509965248,71.9767827823373,82.57375279627993,88.47976874154934,96.40569511447191,97.66884070818904
2016-02-14,57.70691408782076,68.78996242184816,70.87831704206909,74.53087973644269,84.82493192693644,86.24638555143312,86.69632113492138,97.5778262681091
2016-02-21,59.53486876122211,66.04320411637443,69.22895113233469,76.32526562688385,82.78331111556152,85.47866570928937,94.14988049502642,97.7145540188218
2016-02-28,58.1266465733604,65.69065982141713,60.93363263407684,75.24918572581943,80.62706526460543,77.75552903947411,92.02409793411826,94.73176470216468
2016-03-06,59.202504108691954,62.97895747184803,62.222663119630745,74.16017795353632,82.07585011255068,77.75352218687108,94.86785477082175,99.24132171114138
2016-03-13,58.4970095584143,61.72958742294062,57.75992456378523,75.5564639760418,79.75019480541646,76.30671070177007,94.63036648680134,92.44614767878717
2016-03-20,58.865259081798584,57.92964148151597,52.76098329594396,77.55571512389793,78.11631379150155,72.31032576672061,92.67379652006493,92.11362384043399
2016-03-27,61.47683964184327,58.74108792279853,53.64802894329373,77.76585807235647,78.12716478380715,70.65172300120103,94.81732490794018,88.56244441273915
2016-04-03,62.00624002857082,59.056258130606174,51.47201491277125,77.91360957895195,71.71181653166141,71.29605918492878,91.57735767776273,90.05368152225549
2016-04-10,60.52369519444091,52.940436338643124,52.35309345260076,78.16368243506173,71.25923211187597,69.52249448895363,95.39679148083152,87.66187650934731
2016-04-17,61.14976857637322,54.20587567813928,54.05723511466416,77.39521670458754,67.82259763116087,70.78288514763703,94.7656228013759,85.28643452255915
2016-04-24,60.27189393077917,50.768647675289536,57.63533037738408,77.30048825027231,64.34450386761723,75.6254450607278,94.7932106736886,82.6240446951177
2016-05-01,59.16490207673162,47.84357944118545,60.3100092056221,76.58011201352298,65.17981836882134,78.96845410573059,94.68089812886903,81.11738400643532
2016-05-08,59.12227888385224,47.06580763042491,65.06919014599093,76.82503728445869,64.17296481995216,82.03908531696976,93.44304598588852,81.67020198089982
2016-05-15,58.96973277406795,46.41806432132133,67.72672243623099,76.26291800295716,64.06255905579367,84.81949225300754,92.57444280843323,80.28153009513505
2016-05-22,57.33318295677212,47.458143365374866,70.16972390114726,73.7327342487378,63.51952245311998,87.55088094159946,90.96123272894228,81.10377644942477
2016-05-29,57.243807507025174,47.412674918314316,72.38049839502217,73.42395200527633,63.18980473815598,88.06961133241187,90.18384463138483,80.68847842202543
2016-06-05,53.845490593057825,49.01532272999101,71.92141466197313,72.63226793587818,64.7925506761242,90.3495557578192,90.94467635631872,82.87130804516148
2016-06-12,54.84544028804255,50.13213092107785,71.86511792481691,71.31410792048719,68.35120211774925,89.43507597005208,90.33221227766924,85.84974786397726
2016-06-19,53.21997731627938,51.77821843063208,69.81359439736111,72.22236777358879,68.25364944813965,84.6808794830918,87.42070429458401,87.19770603464323
2016-06-26,51.71213802343917,54.462944035254225,64.44594794490474,69.5416712600745,73.40813563014517,84.31176853489666,86.66016385574409,88.14963238999408
2016-07-03,50.87176077653551,56.112361342740705,63.671112242667526,67.07301662483455,75.36997800959993,80.28615248251353,94.37050200990565,91.67723824960505
2016-07-10,47.35923609528836,57.18458784861823,56.85957509793299,67.82278793543139,75.84502888330803,74.47755915415378,96.78345642654871,93.25507014197768
2016-07-17,48.13612816102456,62.3502661188309,57.501346421105595,66.24096355332767,77.38934690515023,70.93943093678747,84.51889796866112,96.06374082318221
2016-07-24,47.73946841994243,61.05244480153753,56.81649814204832,65.22051811632508,82.63473112277717,71.75143353480102,86.25971124126963,97.37415573727019
2016-07-31,48.25880380146513,64.45243565990509,54.014697361756596,66.95011167764787,81.85377666832841,69.1508770363004,79.10917477882595,99.3955103693457
2016-08-07,44.3887867783218,79.19437034257739,48.98211788932853,63.30856665523529,80.32460664098431,74.27676640365445,79.24178507390296,101.51928524765673
2016-08-14,42.99898042757708,81.56030557276272,56.19992688101927,61.13807256839915,85.30508369939497,73.94829859290147,79.80289363056492,99.12018035488934
2016-08-21,42.614086139800676,69.2025766541504,60.90255858592367,57.11136999527257,85.0512123572499,75.48257177311184,80.01269649953976,99.14289359752048
2016-08-28,43.97352138308555,68.01529705883692,59.65320168409832,59.894619617959414,85.98759275591442,78.91827738684047,77.28377092568432,97.76607672007283
2016-09-04,42.479469282699874,66.01387339758683,63.75658665503084,62.02181554734005,83.27066938889044,84.24312923592115,75.26395568434492,96.34993007622725
2016-09-11,40.82442937210273,62.46864258422812,65.38818016952929,59.01202111693159,80.00751455231557,86.61801785345504,78.68767466228218,95.91571943114178
2016-09-18,58.32980541530702,61.17852134961422,70.61662110676069,55.261864946319534,81.2878165203524,88.74894692288922,77.94250105633651,97.10130801569116
2016-09-25,57.59829741911489,58.787615369349105,73.75541543422928,57.947517296656024,79.03594280505585,88.10382677147219,74.73144970208078,92.89380853480245
2016-10-02,41.878644990532884,56.30269040859762,73.56728455377933,59.93049510058663,74.8764883495793,95.05292044810932,78.5387084817688,93.15314458919288
2016-10-09,40.37486431640531,54.057119207557285,75.42936965099601,59.377568896138676,72.28118885213732,88.41339497668865,78.16119168858216,90.01879531773757
2016-10-16,40.969055775204495,51.85040315488367,70.30553087396778,58.172439534613055,68.58065714234691,87.70522776519908,76.96552766597966,85.22389921063053
2016-10-23,41.327737320425136,49.90067140508292,66.15922555441307,58.91862190715978,67.50024167646866,83.62810516581206,77.31496763607623,86.6330521328508
2016-10-30,41.234149390239246,49.28637125956424,64.176108157753,59.63122277665042,67.14696804111057,82.38099739697688,78.31714769213225,85.1813359653305
2016-11-06,42.88784298370607,46.9520934370669,58.94275422895318,60.15140472925468,65.03439144543547,78.48754097807623,77.75600152230263,82.43015710830056
2016-11-13,43.61637184780735,46.608775224615194,56.90715802106872,60.06598540924703,63.895689358617005,75.71749465660842,79.32909287225675,83.19267818950607
2016-11-20,44.35134878734136,46.15568791268133,55.691896720684845,62.788726468248896,67.43786793131079,71.33635230788401,78.49431194237428,82.17957964621047
2016-11-27,45.18443678932869,48.45894397953355,53.46833905858904,64.14953901598734,64.50888506988859,72.1195016701275,81.99608135386228,83.65825233323247
2016-12-04,45.51981117999461,48.25453808280155,53.19961714907887,63.191062990751206,68.62952430405242,70.3601378879357,80.88244610667289,83.50507656850634
2016-12-11,47.18277552911364,50.8746299069988,55.63593576143824,66.57482235091064,68.13108221140575,72.0560384873425,85.13186145259722,84.41118453799969
2016-12-18,48.363762529210526,52.79412859714828,56.179505971601095,66.58403342012384,70.36188895040071,75.56143825438892,84.34138277255687,88.01319747308959
2016-12-25,49.118354687038426,55.943975532942304,60.876951590895835,69.31672956493271,71.92827448096803,77.9789572482206,85.70649020586777,90.66167288218112
2017-01-01,50.878714288334,56.848981631787424,63.275168370199665,69.20933556717759,76.29597203063308,81.73791383500034,86.27562575026481,92.6439445208552
2017-01-08,52.707765508970034,58.32614426436282,67.2066766132833,70.60265943603294,75.3862803789573,86.18825910791114,88.03935883271528,93.53945119325611
2017-01-15,55.777619691623514,59.65826056194715,68.01103489099576,72.22982304079342,76.77210058658375,88.78386425206729,92.61018630420101,97.28943730826148
2017-01-22,54.848509934914645,59.69252212809765,71.29431041154848,71.45842057463784,84.98288558088763,89.59325111839524,85.73577718835642,100.80081679614959
2017-01-29,56.09076201927016,65.64036231328788,70.79998588681427,76.15938651282256,82.04111788161742,91.05463399359746,95.09111386622297,101.7621162041686
2017-02-05,56.6613974813239,67.78197595466074,72.8116906632842,72.90132171577297,86.33300895138066,91.71581869675191,94.1043309932656,103.52545939260233
2017-02-12,54.86006476071327,67.90348258900818,72.23085499440066,75.24910191811637,83.15317091734086,87.81973465763,91.44141506499136,102.02244798997326
2017-02-19,58.5554333265392,64.62911217801951,67.01743493469502,77.94493899126428,86.96115730014843,89.57622043253475,92.68062992882615,106.78770775209465
2017-02-26,59.43822698117519,68.26709681193054,69.36178069622471,76.73841606294665,88.4090278503158,84.7485596244518,100.00603127012108,100.37588775690264
2017-03-05,63.461406627199985,64.40575973837313,62.65568648038945,79.80128305276385,82.8382000424605,80.73295234586834,94.62923972279627,103.43975728341378
2017-03-12,60.23402200491932,62.5828691981603,58.86511831967329,81.29182767418776,78.72693300850882,79.57459173423548,94.8729513247248,103.42661938925743
2017-03-19,61.231033535319455,60.970344287557275,57.10308849485977,80.93158780877299,83.31091836409665,89.27861500788829,100.00195057943547,99.85474124228601
2017-03-26,61.04822343616249,59.809726923488846,53.016098591515316,76.74896606361862,79.64506403557924,87.38922157520763,98.65359014822586,96.28766831992118
2017-04-02,60.001321962380466,55.70682827133124,53.70617297500094,79.84360106050516,75.18700027272018,71.29305685399405,96.68931907754175,93.46189502067296
2017-04-09,62.11316385498625,54.93097865289522,53.432532498154856,97.43422989666936,73.23822202083592,73.18286210468257,98.49221530171575,93.59743316010335
2017-04-16,61.47663085488995,53.095395346531554,57.52069560718528,94.76526575125536,70.10915727298776,75.01005974621545,96.77956671313504,88.01580691447289
2017-04-23,61.078918770158914,51.58296934237422,58.10360570398012,79.77895851576433,70.69786993631274,76.88471309143694,98.92749297475406,86.86637684655848
2017-04-30,59.52937840330844,49.30406844451248,62.46924125628048,79.20520812729936,67.3796031127773,80.89777168894982,98.32396085647424,86.05241922247387
2017-05-07,60.196815236936686,47.30516214786918,66.26358622020395,77.27078222817892,65.69220648894972,84.18630736617995,97.2231010273654,86.53020654973605
2017-05-14,58.00907141401757,47.61539795179564,69.60927014848329,77.95131233645044,66.37355377939258,87.52814166346916,96.38654586377373,85.23806734325491
2017-05-21,58.166794553786765,46.965517446238934,71.59855483979152,76.76977252626719,65.66651257992685,89.36295560797497,96.7304499177862,84.16407294230723
2017-05-28,58.09704729861456,47.49501118494122,72.8871963935763,76.13086739398845,66.13197341798181,92.02498142208434,94.43038022232226,85.36893580704204
2017-06-04,55.32429310238907,48.40800307100916,73.30681250293523,73.94794429582666,67.71579774959756,90.98443938258102,92.3543637891552,86.2355533267306
2017-06-11,54.437513568727546,49.50346196113972,73.08834403777456,73.75651269232718,69.79958594283507,91.01051440317356,92.91676206224726,87.72220771961699
2017-06-18,53.74965285872222,52.43385442139149,70.33872073507956,70.81180729276034,70.26849821597817,88.6057346630864,93.91528440062024,91.87020476748575
2017-06-25,52.05213595374577,56.28003255677903,68.25717229662455,68.75947601397529,75.76401036779957,87.67509023303104,88.80602988721898,90.87391771285628
2017-07-02,49.74933656893387,60.08213241697028,64.47240446327407,70.38307695448607,77.44802359689209,81.27759779053552,88.52165957328961,98.13492745474842
2017-07-09,50.18140026918341,59.306715616444976,57.32471536693277,70.63661374703045,78.37044249500376,78.03554868335648,88.71067650660763,99.44962420390529
2017-07-16,47.61770106763998,63.759553922950374,57.6947815505287,68.29206585479277,79.68868758434397,75.5835098776724,86.74055493278044,102.49260295191431
2017-07-23,48.41456849597259,63.71327497067756,58.73138199357843,66.66412410677184,83.11489375466003,72.9666944659542,83.67115519183554,101.22329158411895
2017-07-30,45.395008389985485,63.34683849236486,56.3376391484491,65.36865451266965,86.70720208486753,76.01194941008404,87.26635758193405,103.59005046275587
2017-08-06,47.94389385960017,68.18166473424503,55.08375111452065,62.92116345579741,87.62991877656677,70.88429652577025,89.21683829493826,101.57478715106964
2017-08-13,43.55674887827146,68.03359035170452,53.94789000305922,63.37719610544969,88.94454539024237,74.0785759328227,83.35834490392057,104.47245117567624
2017-08-20,43.40297433951188,70.65953061869676,59.28686007915312,63.815178770947796,85.77074775485889,78.28468349615392,79.94040196350213,107.14284919777126
2017-08-27,44.34400446440556,64.6327939772986,63.0495502105654,61.45986153147246,80.24087039014691,82.82655892558354,77.79318190081506,108.6235336440462
2017-09-03,47.52063706135732,70.35107403221436,64.94557313095302,63.082721219382584,87.64562427451588,83.74030496940328,81.4580493696883,101.6931757027162
2017-09-10,49.07526679707702,66.76264274030122,69.35334549260968,61.58907618268317,83.31954189651748,84.21613084028951,82.8016461850692,102.00384751127704
2017-09-17,43.31145434356399,62.44293456454166,73.94764750761499,61.438405061170066,82.84657217703578,90.66763346683847,81.09750739005547,100.61025763052135
2017-09-24,39.69308006540317,59.86534728605812,72.45833760482175,62.046408934811595,82.10970771115724,95.14087633580988,80.00860489212023,96.09638591203948
2017-10-01,41.6146338585323,57.0726091442445,73.02004047404905,60.03521793754851,80.55817208653272,94.00328111114564,79.06716535713711,97.44529371098925
2017-10-08,41.74169704149664,66.45932890331474,74.40193733843608,61.587535954111424,74.00595200882401,93.30235534705896,78.61454693889023,93.04333268626395
2017-10-15,42.34073909504243,63.9636752248662,72.25658024600516,60.704905139187474,72.74673415850492,89.96108731408447,81.46584132046934,91.69778674277924
2017-10-22,41.28301188402292,51.66655821328573,69.85249008372064,61.784865566546564,71.94787830344372,87.23846176769571,81.84711803408422,89.53520267390049
2017-10-29,41.838340374474086,49.51960047091459,66.01776070838797,61.53138559935002,68.42455032252111,85.0412932861993,79.9799606251449,87.74045680803553
2017-11-05,43.5280909858881,49.43863991489446,61.6840534048762,62.059736234526085,67.61587999851393,80.3475405691202,83.48468349186987,87.48346019730464
2017-11-12,44.15446753122731,48.12218802565724,59.05055882618912,63.535039971287695,67.10828302978074,78.84964695721402,83.40749799544275,86.8083068861411
2017-11-19,44.994933030219684,47.9306320267539,55.57988898203183,63.134458983674044,67.55310467262566,75.13054690111747,84.99661283032422,86.75452748584087
2017-11-26,46.01383339062094,49.26980428798254,54.66063060845095,65.1542645228357,68.03573787226946,74.33088712313054,83.74587713078616,87.07040774746675
2017-12-03,46.47256824511777,48.75980627117206,54.98799294325769,65.20379270507367,68.88092666880661,72.52822769261616,84.70669062574139,89.24983417990649
2017-12-10,48.13919848221181,51.67949619867175,55.44626177083577,68.2510823404356,70.11500397300009,74.9305911471695,87.00462817369832,92.48785435705275
2017-12-17,49.37181704570807,53.45436077369942,60.262259412930646,69.81478015937269,73.92535549987025,76.2433052531947,89.00437398118,92.85531906260142
2017-12-24,49.71575952149025,54.34060902122001,59.105027629263276,69.00588869890285,77.00569204283605,77.68777691040914,92.17489268721876,96.49761563400948
2017-12-31,53.42577451114475,56.24064639247462,64.0230115716014,71.79680685121552,79.87580071184136,85.17276313400444,92.0497262621042,95.1166227272391
2018-01-07,53.30589754357965,61.77752140815747,66.99605782744264,73.7941084497407,79.48906375596759,90.72235456803739,91.7606148148776,100.25344265577195
2018-01-14,52.50503997562952,64.11238860882217,70.33552702185509,75.1589755659673,84.02016820801832,93.1991063783086,91.42938386751054,99.98822896500822
2018-01-21,56.01029026617661,65.06397592751428,72.5971303736358,75.27726963919389,85.02178198880644,94.75612969817807,97.29656278631137,101.00797917923173
2018-01-28,54.871476405720685,69.09519212234248,72.48041022194622,77.39463638408195,85.10214145203234,93.65029570925405,93.66855343865022,104.25569013790061
2018-02-04,58.445700515487395,68.2819992538028,75.86493399343944,75.88187880152066,88.90862210516302,96.14339385721752,100.7743127944789,110.20366974708143
2018-02-11,59.98489621780106,70.22425564964384,72.10746048805595,78.27292145380292,86.73536514904157,95.69681590491024,97.29036221078022,110.30374142182482
2018-02-18,57.887075853237725,68.87893875811834,70.8643638911008,78.09646954980528,87.28903780081959,90.76774839518231,102.70322674867477,108.58524477089951
2018-02-25,61.283600952510305,67.18493437164274,66.54742423850882,78.38994690480084,84.72165559980922,84.62606938568149,101.30397815012964,103.64643654417168
2018-03-04,61.087197204977265,64.88787214567554,62.574426643159256,80.52073439850638,85.5624965911536,82.63731783409378,100.09517141141507,105.95885611368966
2018-03-11,62.10478594611334,64.06736296262841,63.00485911427936,81.59174783931694,85.40447105885053,83.71363547823206,99.86358942971958,105.59417109265095
2018-03-18,63.71695298271912,62.638677349442304,58.889755919718795,83.25344073807611,85.70412416527823,77.39672475587777,100.72722333839882,103.37498270112687
2018-03-25,61.33233801498292,62.43204819477893,53.17974332135714,82.03303724271987,80.23904511992195,70.1459544005009,102.4543977637899,97.32364616765446
2018-04-01,60.93626383564251,59.22691151438261,52.70103506199693,82.59450969545001,76.99656319407828,72.93661480449471,101.95345039394834,97.0064596583662
2018-04-08,60.844011679664625,56.32671654220749,56.85126060025418,82.47473528343177,77.95231922145835,75.28934743594353,100.9906771853374,96.11094574886094
2018-04-15,60.793170861002615,54.50740660770883,57.16602119870145,84.2313891776544,73.36052891396133,78.96760138305507,101.47598612126662,94.73262003502384
2018-04-22,77.5610186605699,52.19654945454921,59.18999579540308,79.65729807679385,70.33261314300256,80.39891996621672,101.47420070734557,89.63321292250188
2018-04-29,77.32772494368187,50.39972897798455,64.72314147124783,80.24824923722952,70.52981877258658,85.10544550010871,98.96011675705331,90.44796218642797
2018-05-06,60.11717426247901,48.25201121695244,67.72122526267165,98.317571459036,69.1077226414516,87.4128908726967,100.80019193923212,89.69933049710706
2018-05-13,59.65171465483539,49.204016081800624,71.0826906600826,96.36196377195837,70.44492894087766,89.69668664756891,98.945615885299,89.8003468830379
2018-05-20,58.39777492756227,48.338891055695576,73.99910369379293,79.2511966482795,69.20809365058665,93.41847976426608,98.02183338643654,89.74613416071824
2018-05-27,58.22464255874946,49.82744031631375,89.9824761315929,77.91986913175437,69.39074101239113,95.60493879212078,96.63305200917597,90.33720221635325
2018-06-03,56.27147903907639,51.097417740542916,89.91502766218107,78.3778388950955,69.90845764920236,95.83832858161269,95.41807939016341,90.20984989075707
2018-06-10,57.154315132708206,51.456105298816915,75.49268544165983,74.7388376620293,72.6277482158858,93.33611642294636,94.62639522654145,90.52062331621599
2018-06-17,54.6734429333918,54.75471067998431,70.70735728700195,75.81242799270865,75.91828540153054,92.02683903938622,94.12232188544723,94.23984020799375
2018-06-24,52.2607748611434,55.87727160706158,67.68486390412934,75.44766606141485,77.04114780107534,92.95119677851291,96.62662501617743,98.58586720220079
2018-07-01,50.749107501938894,58.24946443958859,64.23307754454507,70.96125545968162,77.91359843103486,84.07009676055468,91.8985925185677,101.92887269679152
2018-07-08,51.164837215967154,61.37026675891016,64.7385444222494,72.2541440371584,82.38774667586962,83.5436273148126,91.92306407528262,103.38562881764327
2018-07-15,49.17145640458341,63.71286212072325,59.618405369526315,68.42004793927205,83.76336994235776,75.53297953369757,91.27650395975994,105.26670705390185
2018-07-22,49.25468657648054,65.3876936601302,58.23803965416707,68.90616170827185,86.71752478656917,78.97072742847891,89.68318526326902,107.29059948955368
2018-07-29,47.88073936901482,64.87816821173318,55.98517794872788,67.32194494795557,86.82870786138716,74.34364612429752,88.19787096744358,106.77541154675384
2018-08-05,46.08247551189591,67.89411610412581,54.84065258105536,62.21547334571896,87.9229504847127,77.39568350235355,84.60278724393294,108.98569271386211
2018-08-12,43.98166988029516,72.43744167109175,58.54372395639556,66.71401967952059,88.45188342594545,75.15129124391109,90.00253641711888,114.21287204519358
2018-08-19,42.13814415217889,64.12464595239626,57.19425347506868,65.35372457757464,91.35097987523046,81.31218084979731,90.07162326441325,107.64940728893785
2018-08-26,43.014897022604146,69.55414870229907,61.378038523775786,67.19188986831769,88.09363941219422,82.00666582443293,81.1192568625467,113.57865410906989
2018-09-02,44.264239733040874,68.69117430604089,68.17687306564662,64.90685138340022,86.87136995280912,86.15143968966468,82.20278679123905,107.73712041711617
2018-09-09,42.85491652363622,63.481630958457586,68.23850942549927,67.29542574879478,84.4750406488032,92.05002893162961,83.49370216291038,109.99154662184527
2018-09-16,40.68538120863701,62.870861388180955,72.99548739464265,63.18207122141459,85.08054455670103,93.26952168927093,81.89872690299777,102.1399336006533
2018-09-23,42.206814639026646,60.04064975885847,74.97734076241393,62.679306444993266,82.58175575254495,96.62900802840053,84.55932453057437,104.02837742999948
2018-09-30,42.33531737972884,60.93936191504313,75.2156055959954,62.56033635406777,79.12172448571597,96.41373802203498,82.48476447614942,99.34749076888909
